Template,Building Type,Space Type,RGB,Lighting Standard,Lighting Primary Space Type,Lighting Secondary Space Type,LookupColumn,Lighting per Area (W/ft^2),Lighting per Person (W/person),Lighting per Length (W/ft),Additional Lighting per Area (W/ft^2),Lighting Fraction to Return Air,Lighting Fraction Radiant,Lighting Fraction Visible,Lighting Schedule,Ventilation Standard,Ventilation Primary Space Type,Ventilation Secondary Space Type,Lookup,Ventilation per Area (ft^3/min*ft^2),Ventilation per Person (ft^3/min*person),Ventilation Air Changes (ach),Minimum Total Air Changes (ach),Occupancy per Area (people/1000 ft^2),Occupancy Schedule,Occupancy Activity Schedule,Infiltration per Exterior Area (ft^3/min*ft^2 ext),Infiltration per Exterior Wall Area (ft^3/min*ft^2 ext),Infiltration Air Changes (ach),Infiltration Schedule,Gas Equipment per Area (Btu/hr*ft^2),Gas Equipment Fraction Latent,Gas Equipment Fraction Radiant,Gas Equipment Fraction Lost,Gas Equipment Schedule,Electric Equipment per Area (W/ft^2),Electric Equipment Fraction Latent,Electric Equipment Fraction Radiant,Electric Equipment Fraction Lost,Electric Equipment Schedule,Heating Setpoint Schedule,Cooling Setpoint Schedule,Service Water Heating Peak Flow Rate (gal/h),Service Water Heating Area (ft^2),Service Water Heating Peak Flow per Area (gal/h*ft^2),Service Water Heating Target Temperature (C),Service Water Heating Fraction Sensible,Service Water Heating Fraction Latent,Service Water Heating Schedule,Exhaust per Area (cfm/ft2),Exhaust per Unit (cfm),Exhaust Fan Power per Area (W/ft^2),Exhaust Fan Efficiency,Exhaust Fan Power (W),Exhaust Fan Pressure Rise (Pa),Exhaust Fan Maximum Flow Rate (cfm),Exhaust Schedule,Balanced Exhaust Fraction Schedule,Is Residential,NECB HVAC System Selection Type,NECB Schedule Type
90.1-2013,Outpatient,Hall,169_31_31,ASHRAE 90.1-2010,MidriseApartment,Corridor,ASHRAE 90.1-2010MidriseApartmentCorridor,0.792,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-2007,General,Corridors,ASHRAE 62.1-2007GeneralCorridors,0.06,,,,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,0.4,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Hall_infil,169_31_31,ASHRAE 90.1-2010,MidriseApartment,Corridor,ASHRAE 90.1-2010MidriseApartmentCorridor,0.792,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-2007,General,Corridors,ASHRAE 62.1-2007GeneralCorridors,0.06,,,,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,0.4,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,IT_Room,41_31_169,ASHRAE 90.1-2013,Office-Enclosed,General,ASHRAE 90.1-2013Office-EnclosedGeneral,1.11,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Telephone/data entry,ASHRAE 62.1-2007Office BuildingsTelephone/data entry,0.06,5,,,5,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,1.1,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Janitor,120_149_230,ASHRAE 90.1-2010,Storage,General,ASHRAE 90.1-2010StorageGeneral,0.63,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_STORAGE_SCH_20102013,ASHRAE 62.1-2004,General,Storage rooms,ASHRAE 62.1-2004GeneralStorage rooms,0.12,,,,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,0.1,0,0.3,0.7,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Lobby,230_157_120,ASHRAE 90.1-2013,Lobby,General,ASHRAE 90.1-2013LobbyGeneral,0.9,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Main entry lobbies,ASHRAE 62.1-2007Office BuildingsMain entry lobbies,0.06,5,,,10,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,1.1,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,LockerRoom,169_169_31,ASHRAE 90.1-2013,Lounge/Recreation,For Healthcare Facility,ASHRAE 90.1-2013Lounge/RecreationFor Healthcare Facility,0.92,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Main entry lobbies,ASHRAE 62.1-2007Office BuildingsMain entry lobbies,0.06,5,,,15.01,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,3,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Lounge,230_157_120,ASHRAE 90.1-2013,Lounge/Recreation,For Healthcare Facility,ASHRAE 90.1-2013Lounge/RecreationFor Healthcare Facility,0.92,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Main entry lobbies,ASHRAE 62.1-2007Office BuildingsMain entry lobbies,0.06,5,,,15.01,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,3,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,MedGas,204_120_230,ASHRAE 90.1-2013,Storage,General,ASHRAE 90.1-2013StorageGeneral,0.63,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,General,Storage rooms,ASHRAE 62.1-2007GeneralStorage rooms,0.12,,,,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,0.1,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,MRI,169_31_159,ASHRAE 90.1-2013,Healthcare Facility,Radiology/Imaging,ASHRAE 90.1-2013Healthcare FacilityRadiology/Imaging,1.51,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,GGHC v2.2,Health Care,"X-ray, Diagnostic and Treatment","GGHC v2.2Health CareX-ray, Diagnostic and Treatment",0.3,,,,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,10,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,440,0.004545454545,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,1.000000968,440,0.3786161471,0.31,166.5909435,1,,OutPatientHealthCare Hours_of_operation,,,,
90.1-2013,Outpatient,MRI_Control,136_78_222,ASHRAE 90.1-2013,Healthcare Facility,Radiology/Imaging,ASHRAE 90.1-2013Healthcare FacilityRadiology/Imaging,1.51,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,GGHC v2.2,Health Care,"X-ray, Diagnostic and Treatment","GGHC v2.2Health CareX-ray, Diagnostic and Treatment",0.3,,,,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,10,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,168,0.0119047619,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,1.000000968,168,0.3786161471,0.31,63.60745116,1,,OutPatientHealthCare Hours_of_operation,,,,
90.1-2013,Outpatient,NurseStation,31_162_169,ASHRAE 90.1-2013,Healthcare Facility,Nurse Station,ASHRAE 90.1-2013Healthcare FacilityNurse Station,0.71,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Office space,ASHRAE 62.1-2007Office BuildingsOffice space,0.06,5,,,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,2,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Office,120_230_199,ASHRAE 90.1-2013,Office-Enclosed,General,ASHRAE 90.1-2013Office-EnclosedGeneral,1.11,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_OFFICE_SCH_20102013,ASHRAE 62.1-2007,Office Buildings,Office space,ASHRAE 62.1-2007Office BuildingsOffice space,0.06,5,,,5,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,1.1,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,OR,169_31_159,ASHRAE 90.1-2013,Healthcare Facility,Operating Room,ASHRAE 90.1-2013Healthcare FacilityOperating Room,2.48,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,ASHRAE 62.1-1999,"Hospitals, Nursing and Convalescent Homes",Operating rooms outpatient,"ASHRAE 62.1-1999Hospitals, Nursing and Convalescent HomesOperating rooms outpatient",0.5,30,,20,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,23.87,0,0,0.5,OutPatientHealthCare BLDG_EQUIP_SCH,4,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare OR_HTGSETP_SCH,OutPatientHealthCare OR_CLGSETP_SCH,12,472,0.02542372881,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2013,Outpatient,PACU,169_31_159,ASHRAE 90.1-2013,Healthcare Facility,Recovery,ASHRAE 90.1-2013Healthcare FacilityRecovery,1.15,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,ASHRAE 62.1-1999,"Hospitals, Nursing and Convalescent Homes",PACU/Pre-Op Outpatient,"ASHRAE 62.1-1999Hospitals, Nursing and Convalescent HomesPACU/Pre-Op Outpatient",0.533,5,,6,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,3,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,316,0.006329113924,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2013,Outpatient,PhysicalTherapy,154_230_120,ASHRAE 90.1-2013,Healthcare Facility,Physical Therapy,ASHRAE 90.1-2013Healthcare FacilityPhysical Therapy,0.91,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,ASHRAE 62.1-2007,"Hospitals, Nursing and Convalescent Homes",Physical therapy,"ASHRAE 62.1-2007Hospitals, Nursing and Convalescent HomesPhysical therapy",,15,,6,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,1.5,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,946,0.002114164905,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2013,Outpatient,PreOp,169_31_159,ASHRAE 90.1-2013,Healthcare Facility,Patient Room,ASHRAE 90.1-2013Healthcare FacilityPatient Room,0.62,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,ASHRAE 62.1-1999,"Hospitals, Nursing and Convalescent Homes",PACU/Pre-Op Outpatient,"ASHRAE 62.1-1999Hospitals, Nursing and Convalescent HomesPACU/Pre-Op Outpatient",0.533,5,,6,10,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,2,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,263.5,0.007590132827,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2013,Outpatient,ProcedureRoom,169_31_159,ASHRAE 90.1-2010,Hospital,Emergency,ASHRAE 90.1-2010HospitalEmergency,2.26,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,ASHRAE 62.1-1999,"Hospitals, Nursing and Convalescent Homes",Procedure Room Outpatient,"ASHRAE 62.1-1999Hospitals, Nursing and Convalescent HomesProcedure Room Outpatient",0.8,0,,15,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,3,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,285,0.00701754386,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2013,Outpatient,Reception,230_157_120,ASHRAE 90.1-2013,Lobby,General,ASHRAE 90.1-2013LobbyGeneral,0.9,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Main entry lobbies,ASHRAE 62.1-2007Office BuildingsMain entry lobbies,0.06,5,,,29.97,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,1.1,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Soil Work,204_120_230,ASHRAE 90.1-2013,Healthcare Facility,Exam/Treatment,ASHRAE 90.1-2013Healthcare FacilityExam/Treatment,1.66,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,GGHC v2.2,Health Care,Clean Linen Storage,GGHC v2.2Health CareClean Linen Storage,0.3,,,10,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,2,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,1.66666828,210,0.6310269118,0.31,79.50931395,1,,OutPatientHealthCare Hours_of_operation,,,,
90.1-2013,Outpatient,Stair,230_157_120,ASHRAE 90.1-2010,MidriseApartment,Corridor,ASHRAE 90.1-2010MidriseApartmentCorridor,0.792,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-2007,General,Corridors,ASHRAE 62.1-2007GeneralCorridors,0.06,,,,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,0.4,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Toilet,169_169_31,ASHRAE 90.1-2013,Restrooms,General,ASHRAE 90.1-2013RestroomsGeneral,0.98,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_SCH,ASHRAE 62.1-1999,Public Spaces,Public restrooms,ASHRAE 62.1-1999Public SpacesPublic restrooms,0,0,,10,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,0.4,0,0.3,0.7,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,,,,,,,,1.66666828,90,0.6310269118,0.31,34.07542026,1,,OutPatientHealthCare Hours_of_operation,,,,
90.1-2013,Outpatient,Undeveloped,120_149_230,ASHRAE 90.1-2010,Storage,General,ASHRAE 90.1-2010StorageGeneral,0.63,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_STORAGE_SCH,ASHRAE 62.1-2004,General,Storage rooms,ASHRAE 62.1-2004GeneralStorage rooms,0.12,,,,0,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,1.1,0,0.3,0.7,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_NO_SETBACK,,,,,,,,,,,,,,,,,,,
90.1-2013,Outpatient,Xray,169_31_159,ASHRAE 90.1-2013,Healthcare Facility,Radiology/Imaging,ASHRAE 90.1-2013Healthcare FacilityRadiology/Imaging,1.51,,,,0,0.7,0.2,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,GGHC v2.2,Health Care,"X-ray, Diagnostic and Treatment","GGHC v2.2Health CareX-ray, Diagnostic and Treatment",0.3,,,,20.02,OutPatientHealthCare BLDG_OCC_SCH,OutPatientHealthCare ACTIVITY_SCH,0.0446,,,OutPatientHealthCare INFIL_SCH,,,,,,10,0,0.5,0,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,OutPatientHealthCare HTGSETP_SCH_YES_OPTIMUM,OutPatientHealthCare CLGSETP_SCH_YES_OPTIMUM,2,900,0.002222222222,60,0.2,0.05,OutPatientHealthCare BLDG_SWH_SCH,,,,,,,,,,,,
90.1-2013,PrimarySchool,Restroom,169_169_31,ASHRAE 90.1-2013,Restrooms,General,ASHRAE 90.1-2013RestroomsGeneral,0.98,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_BATH_SCH,ASHRAE 62.1-2007,General,Corridors,ASHRAE 62.1-2007GeneralCorridors,0.06,,,,0,SchoolPrimary BLDG_OCC_SCH,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,56.5,2045,0.02762836186,43.3,0.2,0.05,SchoolPrimary BLDG_SWH_SCH,0.293378305,600,0.05093797833,0.338,104.1753479,0.5,,,,,,
90.1-2013,PrimarySchool,Office,120_230_199,ASHRAE 90.1-2013,Office-Enclosed,General,ASHRAE 90.1-2013Office-EnclosedGeneral,1.11,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Office Buildings,Office space,ASHRAE 62.1-2007Office BuildingsOffice space,0.06,5,,,5,SchoolPrimary BLDG_OCC_SCH_Offices,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,1,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,PrimarySchool,Mechanical,41_31_169,ASHRAE 90.1-2013,Electrical/Mechanical,General,ASHRAE 90.1-2013Electrical/MechanicalGeneral,0.42,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_SCH,ASHRAE 62.1-2007,General,Storage rooms,ASHRAE 62.1-2007GeneralStorage rooms,0.12,,,,0,SchoolPrimary BLDG_OCC_SCH,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,PrimarySchool,Lobby,230_157_120,ASHRAE 90.1-2013,Lobby,General,ASHRAE 90.1-2013LobbyGeneral,0.9,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_LOBBYFLR1_SCH,ASHRAE 62.1-2007,General,Corridors,ASHRAE 62.1-2007GeneralCorridors,0.06,,,,0,SchoolPrimary BLDG_OCC_SCH,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,PrimarySchool,Library,230_196_120,ASHRAE 90.1-2013,Whole Building,Library,ASHRAE 90.1-2013Whole BuildingLibrary,1.19,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_LIBRARY_SCH,ASHRAE 62.1-2007,Educational Facilities,Media center,ASHRAE 62.1-2007Educational FacilitiesMedia center,0.12,10,,,10,SchoolPrimary BLDG_OCC_SCH,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,1.39,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,PrimarySchool,Kitchen,78_222_133,ASHRAE 90.1-2013,Food Preparation,General,ASHRAE 90.1-2013Food PreparationGeneral,1.21,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_SCH,ASHRAE 62.1-2007,Food and Beverage Service,Cafeteria/fast food dining,ASHRAE 62.1-2007Food and Beverage ServiceCafeteria/fast food dining,0.18,7.5,,,13.93,SchoolPrimary BLDG_OCC_SCH,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,453.7,0.1,0.2,0.7,SchoolPrimary KITCHEN_GAS_EQUIP_SCH,17.7,0.25,0.3,0.2,SchoolPrimary KITCHEN_ELEC_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,100,1808,0.05530973451,49,0.2,0.05,SchoolPrimary BLDG_SWH_SCH,0.7,3300,0.1215379059,0.338,572.9644137,0.5,,SchoolPrimary Kitchen_Exhaust_SCH,,,,
90.1-2013,PrimarySchool,Gym,154_230_120,ASHRAE 90.1-2013,Gymnasium/Fitness Center,Exercise Area,ASHRAE 90.1-2013Gymnasium/Fitness CenterExercise Area,0.72,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_GYM_SCH,ASHRAE 62.1-2007,Sports and Entertainment,"Gym, stadium (play area)","ASHRAE 62.1-2007Sports and EntertainmentGym, stadium (play area)",0.3,,,,30,SchoolPrimary BLDG_OCC_SCH_Gym,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,0.46,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,,,,,,,,,,,,,,,,,,,
90.1-2013,PrimarySchool,Corridor,169_31_31,ASHRAE 90.1-2013,Corridor,General,ASHRAE 90.1-2013CorridorGeneral,0.66,,,,0,0.37,0.2,SchoolPrimary BLDG_LIGHT_CORRIDOR_SCH,ASHRAE 62.1-2007,General,Corridors,ASHRAE 62.1-2007GeneralCorridors,0.06,,,,0,SchoolPrimary BLDG_OCC_SCH,SchoolPrimary ACTIVITY_SCH,0.0446,,,SchoolPrimary INFIL_SCH_PNNL,,,,,,0.37,0,0.5,0,SchoolPrimary BLDG_EQUIP_SCH,SchoolPrimary HTGSETP_SCH_NO_OPTIMUM,SchoolPrimary CLGSETP_SCH_NO_OPTIMUM,,,,,,,,,,,,,,,,,,,
